id,nome,sku,preco_original,preco_promocional,categorias,descricao,url,timestamp,http_status
71315,Lentes de Contato Solflex CL,71315,266.72,217.55,Lentes de contato,Compre lentes de contato com grau Solflex CL da Solótica aqui na NewLentes. Compra segura com frete grátis* e desconto no pagamento à vista.,https://www.newlentes.com.br/produto/lentes-de-contato-solflex-cl-71315,2026-01-28T15:50:55.954Z,200
130119,Lentes de contato Ultra com MoistureSeal,130119,420.99,316.99,Lentes de contato,Compre aqui as lentes Ultra da Bausch Lomb. Aproveite nossa promoção de frete grátis* e desconto no pagamento à vista.,https://www.newlentes.com.br/produto/lentes-de-contato-ultra-com-moistureseal-130119,2026-01-28T15:51:06.876Z,200
71306,Lentes de Contato Proclear,71306,303.36,266.72,Lentes de contato,Compre lentes de contato Proclear da Coopervision aqui na NewLentes. Compra Segura com Frete Grátis para todo Brasil e Desconto no pagamento à vista.,https://www.newlentes.com.br/produto/lentes-de-contato-proclear-71306,2026-01-28T15:51:17.337Z,200
71308,Lentes de Contato Biomedics 55 Evolution,71308,303.36,269.29,Lentes de contato,Compre lentes de contato Biomedics 55 Evolution da Coopervision aqui na NewLentes. Compra Segura com Frete Grátis e Desconto no pagamento à vista.,https://www.newlentes.com.br/produto/lentes-de-contato-biomedics-55-evolution-71308,2026-01-28T15:51:26.426Z,200
71258,Lentes de Contato Soflens Multi-Focal,71258,357.88,339.99,Lentes de contato,Compre lentes de contato Soflens Multifocal da Bausch Lomb aqui na NewLentes. Compra segura com frete grátis* e desconto à vista.,https://www.newlentes.com.br/produto/lentes-de-contato-soflens-multi-focal-71258,2026-01-28T15:51:34.158Z,200
71297,Lentes de Contato Biofinity Multifocal,71297,380,361,Lentes de contato,Compre lentes de contato Biofinity Multifocal da Coopervision aqui na NewLentes. Compra Segura com Frete Grátis e Desconto à vista.,https://www.newlentes.com.br/produto/lentes-de-contato-biofinity-multifocal-71297,2026-01-28T15:51:42.515Z,200
129789,Lentes de contato coloridas Solflex Natural Colors - Sem grau,129789,186.2,165,Lentes de contato,"Compre Lentes de contato coloridas Solflex Natural Colors - Sem grau do fabricante Solótica por apenas R$ 107,00 aqui na Newlentes. Somos revendedor autorizado Solótica",https://www.newlentes.com.br/produto/lentes-de-contato-coloridas-solflex-natural-colors-sem-grau-129789,2026-01-28T15:51:51.665Z,200
133478,Lentes de Contato Air Optix Plus Hydraglyde Multifocal,133478,442.1,420,Lentes de contato,"Compre Lentes de Contato Air Optix Plus Hydraglyde Multifocal do fabricante Alcon por apenas R$ 442,10 aqui na Newlentes. Somos revendedor autorizado Alcon",https://www.newlentes.com.br/produto/lentes-de-contato-air-optix-plus-hydraglyde-multifocal-133478,2026-01-28T15:51:59.671Z,200
130318,Lentes de contato coloridas Hidrocor mensal - Sem grau,130318,186.2,165,Lentes de contato,Lentes de Contato Coloridas Hidrocor disponíveis em 5 cores.,https://www.newlentes.com.br/produto/lentes-de-contato-coloridas-hidrocor-mensal-sem-grau-130318,2026-01-28T15:52:09.541Z,200
129762,Lentes de contato coloridas Air Optix Colors - Sem grau,129762,186.2,173.68,Lentes de contato,Lentes de contato Air Optix Colors,https://www.newlentes.com.br/produto/lentes-de-contato-coloridas-air-optix-colors-sem-grau-129762,2026-01-28T15:52:20.117Z,200
134364,Lentes de contato Biofinity Energys,134364,303.36,266.72,Lentes de contato,As lentes Biofinity Energys é o produto premium da marca CooperVision. Compre sem sair de casa com frete grátis. Aproveite!,https://www.newlentes.com.br/produto/lentes-de-contato-biofinity-energys-134364,2026-01-28T15:52:29.147Z,200
129698,Lentes de Contato Colorida Lunare Tri-Kolor Mensal - COM GRAU,129698,149,133,Lentes de contato,Lentes de Contato Colorida Lunare Tri-Kolor Mensal,https://www.newlentes.com.br/produto/lentes-de-contato-colorida-lunare-tri-kolor-mensal-com-grau-129698,2026-01-28T15:52:39.393Z,200
129784,Lentes de contato coloridas Soflens StarColors II - Sem grau,129784,199.99,186.2,Lentes de contato,Lentes de Contato Colorida SOFLENS STARCOLORS II,https://www.newlentes.com.br/produto/lentes-de-contato-coloridas-soflens-starcolors-ii-sem-grau-129784,2026-01-28T15:52:48.207Z,200
130227,Lentes de contato coloridas Natural Vision mensal - Sem grau,130227,186.2,149,Lentes de contato,"Novidade no mundo de lentes de contato, as lentes Natural Vision vieram com mais de 15 cores disponíveis. Aproveite nosso frete grátis* e desconto à vista.",https://www.newlentes.com.br/produto/lentes-de-contato-coloridas-natural-vision-mensal-sem-grau-130227,2026-01-28T15:52:58.011Z,200
130206,Lentes de Contato Natural Vision Mensal,130206,149,146.3,Lentes de contato,Lentes Natural Vision você encontra aqui na NewLentes. Receba no seu endereço com Frete Grátis* e desconto no pagamento à vista. Aproveite!,https://www.newlentes.com.br/produto/lentes-de-contato-natural-vision-mensal-130206,2026-01-28T15:53:09.472Z,200
