id,fornecedor_id,marca_id,nome_lente,nome_comercial,tipo_lente,material,indice_refracao,categoria,tratamento_antirreflexo,tratamento_antirrisco,tratamento_uv,tratamento_blue_light,tratamento_fotossensiveis,fotossensivel,ar,blue,uv400,antirrisco,polarizado,esferico_min,esferico_max,cilindrico_min,cilindrico_max,grau_esferico_min,grau_esferico_max,grau_cilindrico_min,grau_cilindrico_max,adicao_min,adicao_max,preco_custo,custo_base,preco_tabela,status,ativo,disponivel,prazo_entrega
3da63ef3-4177-48d2-b2f7-9b78823b737b,199bae08-0217-4b70-b054-d3f0960b4a78,57fc0111-0a99-4642-8b66-f1d87a79afce,Visão Simples CR Plus (TINTÁVEL) 1.50,Visão Simples CR Plus (TINTÁVEL),visao_simples,CR39,1.50,economica,False,False,False,False,nenhum,nenhum,False,False,False,False,False,-10.0,10.0,-6.0,0.0,-10.0,10.0,-6.0,0.0,0.0,0.0,50.0,50.0,255.0,ativo,True,True,5
0c33be79-346c-4eab-af94-7b508be49cab,199bae08-0217-4b70-b054-d3f0960b4a78,57fc0111-0a99-4642-8b66-f1d87a79afce,Visão Simples CR C/ AR Externo (Residual Verde) 1.56,Visão Simples CR C/ AR Externo (Residual Verde),visao_simples,CR39,1.56,economica,True,True,False,False,nenhum,nenhum,True,False,False,True,False,-4.0,8.0,-4.0,0.0,-4.0,8.0,-4.0,0.0,0.0,0.0,60.0,60.0,256.0,ativo,True,True,5
92874e5b-6f0d-4fac-a566-84a81449a29e,199bae08-0217-4b70-b054-d3f0960b4a78,57fc0111-0a99-4642-8b66-f1d87a79afce,Visão Simples CR Bluecut 1.56,Visão Simples CR Bluecut,visao_simples,CR39,1.56,economica,False,False,True,True,nenhum,nenhum,False,True,True,False,False,-8.0,8.0,-4.0,0.0,-8.0,8.0,-4.0,0.0,0.0,0.0,55.0,55.0,255.5,ativo,True,True,5
cdfb0655-5e43-4b6d-9f5f-7a4ffc38c06d,199bae08-0217-4b70-b054-d3f0960b4a78,57fc0111-0a99-4642-8b66-f1d87a79afce,Visão Simples CR Bluecut C/ AR Ext. (Residual Azul) 1.56,Visão Simples CR Bluecut C/ AR Ext. (Residual Azul),visao_simples,CR39,1.56,economica,True,True,True,True,nenhum,nenhum,True,True,True,True,False,-6.0,8.0,-4.0,0.0,-6.0,8.0,-4.0,0.0,0.0,0.0,75.0,75.0,257.5,ativo,True,True,5
6b71ba01-5184-42ad-adc2-e26a64e80807,199bae08-0217-4b70-b054-d3f0960b4a78,57fc0111-0a99-4642-8b66-f1d87a79afce,Visão Simples CR Bluecut C/ AR Ext. (Residual Verde) 1.56,Visão Simples CR Bluecut C/ AR Ext. (Residual Verde),visao_simples,CR39,1.56,economica,True,True,True,True,nenhum,nenhum,True,True,True,True,False,-6.0,8.0,-4.0,0.0,-6.0,8.0,-4.0,0.0,0.0,0.0,75.0,75.0,257.5,ativo,True,True,5
4ce30146-977a-42c5-a989-56503ddb448b,199bae08-0217-4b70-b054-d3f0960b4a78,57fc0111-0a99-4642-8b66-f1d87a79afce,Visão Simples CR Photo 1.56,Visão Simples CR Photo,visao_simples,CR39,1.56,economica,False,False,False,False,fotocromático,fotocromático,False,False,False,False,False,-6.0,6.0,-4.0,0.0,-6.0,6.0,-4.0,0.0,0.0,0.0,50.0,50.0,255.0,ativo,True,True,5
22238ccb-e083-4ebe-8777-e6d8ee89daf9,199bae08-0217-4b70-b054-d3f0960b4a78,57fc0111-0a99-4642-8b66-f1d87a79afce,Visão Simples CR Photo Plus 1.56,Visão Simples CR Photo Plus,visao_simples,CR39,1.56,economica,False,False,False,False,fotocromático,fotocromático,False,False,False,False,False,-8.0,8.0,-4.0,0.0,-8.0,8.0,-4.0,0.0,0.0,0.0,65.0,65.0,256.5,ativo,True,True,5
2a10a2a7-bb66-4261-8366-bdb78834194f,199bae08-0217-4b70-b054-d3f0960b4a78,57fc0111-0a99-4642-8b66-f1d87a79afce,Visão Simples CR Photo C/ AR Ext. (Residual Azul) 1.56,Visão Simples CR Photo C/ AR Ext. (Residual Azul),visao_simples,CR39,1.56,economica,True,True,False,False,fotocromático,fotocromático,True,False,False,True,False,-8.0,8.0,-4.0,0.0,-8.0,8.0,-4.0,0.0,0.0,0.0,70.0,70.0,257.0,ativo,True,True,5
3acd0e5b-88af-412f-bd03-ced92dd0f38c,199bae08-0217-4b70-b054-d3f0960b4a78,57fc0111-0a99-4642-8b66-f1d87a79afce,Visão Simples CR Photo C/ AR Ext. (Residual Verde) 1.56,Visão Simples CR Photo C/ AR Ext. (Residual Verde),visao_simples,CR39,1.56,economica,True,True,False,False,fotocromático,fotocromático,True,False,False,True,False,-8.0,8.0,-4.0,0.0,-8.0,8.0,-4.0,0.0,0.0,0.0,70.0,70.0,257.0,ativo,True,True,5
d6dd8a12-b5f5-4cad-8e59-dd38f91a3ba8,199bae08-0217-4b70-b054-d3f0960b4a78,57fc0111-0a99-4642-8b66-f1d87a79afce,Visão Simples CR Photo Bluecut 1.56,Visão Simples CR Photo Bluecut,visao_simples,CR39,1.56,economica,False,False,True,True,fotocromático,fotocromático,False,True,True,False,False,-8.0,8.0,-4.0,0.0,-8.0,8.0,-4.0,0.0,0.0,0.0,105.0,105.0,315.0,ativo,True,True,5
1784b4d8-7d20-4621-b130-953ee4027245,199bae08-0217-4b70-b054-d3f0960b4a78,57fc0111-0a99-4642-8b66-f1d87a79afce,VS. CR Photo Bluecut C/ AR Ext. (Residual Azul) 1.56,VS. CR Photo Bluecut C/ AR Ext. (Residual Azul),visao_simples,CR39,1.56,economica,True,True,True,True,fotocromático,fotocromático,True,True,True,True,False,-8.0,8.0,-4.0,0.0,-8.0,8.0,-4.0,0.0,0.0,0.0,110.0,110.0,330.0,ativo,True,True,5
e573c936-c470-42df-8a6c-933cb369bcf4,199bae08-0217-4b70-b054-d3f0960b4a78,57fc0111-0a99-4642-8b66-f1d87a79afce,Visão Simples CR Transitions GEN8 Blue UV 1.50,Visão Simples CR Transitions GEN8 Blue UV,visao_simples,CR39,1.50,economica,False,False,True,True,transitions,transitions,False,True,True,False,False,-10.0,10.0,-6.0,0.0,-10.0,10.0,-6.0,0.0,0.0,0.0,220.0,220.0,660.0,ativo,True,True,5
df9b6bbd-546d-4d32-9883-8a409545ef62,199bae08-0217-4b70-b054-d3f0960b4a78,57fc0111-0a99-4642-8b66-f1d87a79afce,Visão Simples Policarbonato 1.59,Visão Simples Policarbonato,visao_simples,POLICARBONATO,1.59,economica,False,False,False,False,nenhum,nenhum,False,False,False,False,False,-12.0,8.0,-6.0,0.0,-12.0,8.0,-6.0,0.0,0.0,0.0,130.0,130.0,390.0,ativo,True,True,5
ba46956c-474f-4dbd-bce9-328b29b82116,199bae08-0217-4b70-b054-d3f0960b4a78,57fc0111-0a99-4642-8b66-f1d87a79afce,Visão Simples Policarbonato Photo 1.59,Visão Simples Policarbonato Photo,visao_simples,POLICARBONATO,1.59,economica,False,False,False,False,fotocromático,fotocromático,False,False,False,False,False,-10.0,6.0,-4.0,0.0,-10.0,6.0,-4.0,0.0,0.0,0.0,230.0,230.0,690.0,ativo,True,True,5
ef353285-b43a-4863-9cf0-0c2fdde6edbc,199bae08-0217-4b70-b054-d3f0960b4a78,57fc0111-0a99-4642-8b66-f1d87a79afce,Visão Simples Policarbonato Transitions GEN8 Blue UV 1.59,Visão Simples Policarbonato Transitions GEN8 Blue UV,visao_simples,POLICARBONATO,1.59,economica,False,False,True,True,transitions,transitions,False,True,True,False,False,-12.0,8.0,-6.0,0.0,-12.0,8.0,-6.0,0.0,0.0,0.0,420.0,420.0,1260.0,ativo,True,True,5
d5ab6c20-f2cf-454e-b560-9b3879123607,199bae08-0217-4b70-b054-d3f0960b4a78,57fc0111-0a99-4642-8b66-f1d87a79afce,Visão Simples 1.67,Visão Simples 1.67,visao_simples,HIGH_INDEX,1.67,economica,False,False,True,False,nenhum,nenhum,False,False,True,False,False,-16.0,10.0,-4.0,0.0,-16.0,10.0,-4.0,0.0,0.0,0.0,230.0,230.0,690.0,ativo,True,True,5
becf242f-9116-4495-80a1-bd169a9c2db1,199bae08-0217-4b70-b054-d3f0960b4a78,57fc0111-0a99-4642-8b66-f1d87a79afce,Visão Simples 1.67 Bluecut,Visão Simples 1.67 Bluecut,visao_simples,HIGH_INDEX,1.67,economica,False,False,True,True,nenhum,nenhum,False,True,True,False,False,-12.0,10.0,-6.0,0.0,-12.0,10.0,-6.0,0.0,0.0,0.0,250.0,250.0,750.0,ativo,True,True,5
