id,fornecedor_id,marca_id,nome_lente,nome_comercial,tipo_lente,material,indice_refracao,categoria,tratamento_antirreflexo,tratamento_antirrisco,tratamento_uv,tratamento_blue_light,tratamento_fotossensiveis,fotossensivel,ar,blue,uv400,antirrisco,esferico_min,esferico_max,cilindrico_min,cilindrico_max,grau_esferico_min,grau_esferico_max,grau_cilindrico_min,grau_cilindrico_max,preco_custo,custo_base,preco_tabela,status,ativo,disponivel,prazo_entrega,adicao_min,adicao_max
ebb6e41b-eff8-46cb-acf2-f50c0fee2227,e1e1eace-11b4-4f26-9f15-620808a4a410,4af04ba6-e600-4874-b8dc-45a2e1773725,Lente Ac. Policarbonato Blue Incolor HC,Lente Ac. Policarbonato Blue Incolor HC,visao_simples,POLICARBONATO,1.59,economica,True,True,True,True,nenhum,nenhum,True,True,True,True,-6.0,4.0,0.0,-2.0,-6.0,4.0,0.0,-2.0,32.0,32.0,253.2,ativo,True,True,7,,
e8f132da-6a01-4dd8-b061-4ee9ede0f05c,e1e1eace-11b4-4f26-9f15-620808a4a410,4af04ba6-e600-4874-b8dc-45a2e1773725,Lente Ac. Policarbonato Blue Incolor HC Estendido,Lente Ac. Policarbonato Blue Incolor HC Estendido,visao_simples,POLICARBONATO,1.59,economica,True,True,True,True,nenhum,nenhum,True,True,True,True,-6.0,2.0,-2.25,-4.0,-6.0,2.0,-2.25,-4.0,47.0,47.0,254.7,ativo,True,True,7,,
6823614a-be67-4454-a2f6-27e4fda4f3bb,e1e1eace-11b4-4f26-9f15-620808a4a410,4af04ba6-e600-4874-b8dc-45a2e1773725,Lente Ac. Policarbonato com AR Azul,Lente Ac. Policarbonato com AR Azul,visao_simples,POLICARBONATO,1.59,economica,True,True,True,False,nenhum,nenhum,True,False,True,True,-6.0,6.0,0.0,-2.0,-6.0,6.0,0.0,-2.0,85.0,85.0,258.5,ativo,True,True,7,,
8bd9a1d4-15ae-4544-9a08-5aa2c6c04cad,e1e1eace-11b4-4f26-9f15-620808a4a410,4af04ba6-e600-4874-b8dc-45a2e1773725,Lente Ac. Policarbonato com AR Azul Cil. Estendido,Lente Ac. Policarbonato com AR Azul Cil. Estendido,visao_simples,POLICARBONATO,1.59,economica,True,True,True,False,nenhum,nenhum,True,False,True,True,-6.0,6.0,-2.25,-4.0,-6.0,6.0,-2.25,-4.0,100.0,100.0,300.0,ativo,True,True,7,,
b696348b-87df-4215-ad7f-bddf02aad04b,e1e1eace-11b4-4f26-9f15-620808a4a410,4af04ba6-e600-4874-b8dc-45a2e1773725,Lente Ac. Policarbonato com AR Verde,Lente Ac. Policarbonato com AR Verde,visao_simples,POLICARBONATO,1.59,economica,True,True,True,False,nenhum,nenhum,True,False,True,True,-8.0,6.0,0.0,-2.0,-8.0,6.0,0.0,-2.0,37.0,37.0,253.7,ativo,True,True,7,,
a4088ffb-b82a-48f5-965e-cd1c050b53d7,e1e1eace-11b4-4f26-9f15-620808a4a410,4af04ba6-e600-4874-b8dc-45a2e1773725,Lente Ac. Policarbonato com AR Verde Cil. Estendido,Lente Ac. Policarbonato com AR Verde Cil. Estendido,visao_simples,POLICARBONATO,1.59,economica,True,True,True,False,nenhum,nenhum,True,False,True,True,-6.0,2.0,-2.25,-4.0,-6.0,2.0,-2.25,-4.0,55.0,55.0,255.5,ativo,True,True,7,,
2298c4d8-dbeb-43cf-8279-5d10a7236eaf,e1e1eace-11b4-4f26-9f15-620808a4a410,4af04ba6-e600-4874-b8dc-45a2e1773725,Lente Ac. Policarbonato com AR Verde Super Hidrofóbico,Lente Ac. Policarbonato com AR Verde Super Hidrofóbico,visao_simples,POLICARBONATO,1.59,economica,True,True,True,False,nenhum,nenhum,True,False,True,True,-8.0,6.0,0.0,-2.0,-8.0,6.0,0.0,-2.0,50.0,50.0,255.0,ativo,True,True,7,,
abbdd942-9312-4b3f-b0c0-d9845628ee76,e1e1eace-11b4-4f26-9f15-620808a4a410,4af04ba6-e600-4874-b8dc-45a2e1773725,Lente Ac. Policarbonato com AR Verde Super Hidrofóbico Cil. Estendido,Lente Ac. Policarbonato com AR Verde Super Hidrofóbico Cil. Estendido,visao_simples,POLICARBONATO,1.59,economica,True,True,True,False,nenhum,nenhum,True,False,True,True,-6.0,2.0,-2.25,-4.0,-6.0,2.0,-2.25,-4.0,65.0,65.0,256.5,ativo,True,True,7,,
325dbd9d-62d3-4e72-b74a-487bcf484f92,e1e1eace-11b4-4f26-9f15-620808a4a410,4af04ba6-e600-4874-b8dc-45a2e1773725,Lente Ac. 1.61 Blue AR Azul,Lente Ac. 1.61 Blue AR Azul,visao_simples,CR39,1.61,economica,True,True,True,True,nenhum,nenhum,True,True,True,True,6.0,-10.0,0.0,-2.0,6.0,-10.0,0.0,-2.0,75.0,75.0,257.5,ativo,True,True,7,,
026fb8ff-a767-404e-81e0-5aa3dcca2384,e1e1eace-11b4-4f26-9f15-620808a4a410,4af04ba6-e600-4874-b8dc-45a2e1773725,Lente Ac. 1.61 Blue AR Azul Estendido,Lente Ac. 1.61 Blue AR Azul Estendido,visao_simples,CR39,1.61,economica,True,True,True,True,nenhum,nenhum,True,True,True,True,0.0,-8.0,-2.25,-4.0,0.0,-8.0,-2.25,-4.0,90.0,90.0,270.0,ativo,True,True,7,,
